record_id,calling_number,called_number,start_time,duration_seconds,call_type
CDR-000664,918684843529,916105792347,2025-01-10T13:44:40+05:30,36,voice
CDR-000665,918851286499,916543832315,2025-01-10T14:07:24+05:30,84,voice
CDR-000666,918981072749,916137652472,2025-01-10T14:16:08+05:30,65,voice
CDR-000667,917447202903,917556372626,2025-01-10T14:46:33+05:30,107,voice
CDR-000668,916406467692,919797302867,2025-01-10T14:53:38+05:30,32,voice
CDR-000669,918684843529,916383487026,2025-01-10T14:56:28+05:30,168,voice
CDR-000670,916383487026,916869481191,2025-01-10T15:01:05+05:30,31,voice
CDR-000671,917989228447,916641395672,2025-01-10T15:02:28+05:30,36,voice
CDR-000672,916454474647,918291688635,2025-01-10T15:47:01+05:30,0,sms
CDR-000673,916665802686,916637885677,2025-01-10T16:07:13+05:30,92,voice
CDR-000674,919072674448,917545427621,2025-01-10T16:20:00+05:30,25,voice
CDR-000675,919847874879,917485979569,2025-01-10T16:37:44+05:30,22,voice
CDR-000676,916017179896,918973120296,2025-01-10T16:37:45+05:30,0,sms
CDR-000677,916641395672,917730176490,2025-01-10T16:43:28+05:30,39,voice
CDR-000678,916665802686,917447202903,2025-01-10T16:50:43+05:30,64,voice
CDR-000679,917989228447,916555122302,2025-01-10T16:59:12+05:30,0,sms
CDR-000680,917190994262,918517802039,2025-01-10T17:34:40+05:30,52,voice
CDR-000681,916997171985,916309630372,2025-01-10T17:37:15+05:30,22,voice
CDR-000682,917500083076,917679658289,2025-01-10T17:44:33+05:30,39,voice
CDR-000683,918236083655,919994728584,2025-01-10T17:45:39+05:30,29,voice
CDR-000684,917311481954,916653793670,2025-01-10T17:49:52+05:30,97,voice
CDR-000685,918600238302,916435668733,2025-01-10T18:12:24+05:30,137,voice
CDR-000686,918600238302,918437653138,2025-01-10T18:30:44+05:30,229,voice
CDR-000687,916912523398,919647323963,2025-01-10T18:41:20+05:30,129,voice
CDR-000688,916852224261,916367453616,2025-01-10T19:05:06+05:30,41,voice
CDR-000689,916309630372,918771974035,2025-01-10T19:08:31+05:30,85,voice
CDR-000690,916997171985,919688936655,2025-01-10T19:09:06+05:30,34,voice
CDR-000691,918437653138,918600238302,2025-01-10T19:25:49+05:30,70,voice
CDR-000692,918524624102,918525720621,2025-01-10T19:34:36+05:30,68,voice
CDR-000693,919571619646,916641395672,2025-01-10T19:50:05+05:30,172,voice
CDR-000694,918236083655,918231336700,2025-01-10T20:07:48+05:30,86,voice
CDR-000695,916931872820,919069904489,2025-01-10T20:15:35+05:30,138,voice
CDR-000696,919647323963,916912523398,2025-01-10T20:15:51+05:30,592,voice
CDR-000697,918220256891,916948528511,2025-01-10T20:23:06+05:30,430,voice
CDR-000698,918337754340,918543852803,2025-01-10T20:37:03+05:30,13,voice
CDR-000699,917523499956,916031350966,2025-01-10T20:39:00+05:30,96,voice
CDR-000700,916912523398,919647323963,2025-01-10T20:43:09+05:30,58,voice
CDR-000701,918829009322,919415717273,2025-01-10T21:17:00+05:30,72,voice
CDR-000702,916637885677,918437653138,2025-01-10T21:21:06+05:30,25,voice
CDR-000703,917989228447,919647323963,2025-01-10T21:29:00+05:30,737,voice
CDR-000704,917500083076,919883152281,2025-01-10T21:54:05+05:30,194,voice
CDR-000705,918412179982,917523499956,2025-01-10T21:56:18+05:30,7,voice
CDR-000706,919647323963,916555122302,2025-01-10T22:16:23+05:30,0,sms
CDR-000707,917133063457,918543852803,2025-01-10T23:04:34+05:30,271,voice
CDR-000708,917679658289,919415717273,2025-01-10T23:19:26+05:30,0,sms
CDR-000709,918275012886,917523499956,2025-01-10T23:43:23+05:30,50,voice
CDR-000710,916812873288,917311481954,2025-01-10T23:56:37+05:30,18,voice
CDR-000711,916702951376,917147613772,2025-01-11T00:07:39+05:30,25,voice
CDR-000712,919384822654,919600233059,2025-01-11T01:26:24+05:30,156,voice
CDR-000713,916665802686,916637885677,2025-01-11T01:28:24+05:30,18,voice
CDR-000714,918238710435,917679658289,2025-01-11T03:09:13+05:30,129,voice
CDR-000715,918236083655,916869481191,2025-01-11T06:05:42+05:30,51,voice
CDR-000716,919772591901,916685125460,2025-01-11T06:23:32+05:30,151,voice
CDR-000717,918543852803,918337754340,2025-01-11T06:27:32+05:30,77,voice
CDR-000718,918973120296,916097862916,2025-01-11T06:36:46+05:30,0,sms
CDR-000719,916876538782,917679658289,2025-01-11T06:37:28+05:30,0,sms
CDR-000720,917053069975,916852224261,2025-01-11T06:39:45+05:30,81,voice
CDR-000721,918238710435,916132239223,2025-01-11T06:43:40+05:30,69,voice
CDR-000722,916685125460,918524624102,2025-01-11T07:02:56+05:30,0,sms
CDR-000723,918543852803,919347124126,2025-01-11T07:13:17+05:30,53,voice
CDR-000724,919883152281,916694321946,2025-01-11T07:36:37+05:30,16,voice
CDR-000725,916031350966,916153621537,2025-01-11T07:36:38+05:30,95,voice
CDR-000726,918437653138,916435668733,2025-01-11T08:21:07+05:30,38,voice
CDR-000727,918684843529,916454474647,2025-01-11T08:47:37+05:30,67,voice
CDR-000728,917364382775,916931872820,2025-01-11T08:57:17+05:30,143,voice
CDR-000729,918845716772,916926118120,2025-01-11T08:59:14+05:30,36,voice
CDR-000730,917876457943,916702951376,2025-01-11T09:35:22+05:30,23,voice
CDR-000731,918236083655,919347124126,2025-01-11T09:48:28+05:30,84,voice
CDR-000732,918973120296,916926118120,2025-01-11T09:53:14+05:30,91,voice
CDR-000733,919772591901,919349831082,2025-01-11T10:05:43+05:30,69,voice
CDR-000734,917989228447,916912523398,2025-01-11T10:12:10+05:30,76,voice
CDR-000735,917545427621,919072674448,2025-01-11T10:34:04+05:30,0,sms
CDR-000736,917523499956,918275012886,2025-01-11T10:42:13+05:30,41,voice
CDR-000737,919072674448,919883152281,2025-01-11T10:45:50+05:30,186,voice
CDR-000738,917679658289,917500083076,2025-01-11T10:50:55+05:30,25,voice
CDR-000739,917814266084,917545969696,2025-01-11T10:53:09+05:30,35,voice
CDR-000740,917147613772,917876457943,2025-01-11T11:04:01+05:30,0,sms
CDR-000741,917053069975,916852224261,2025-01-11T11:07:33+05:30,0,sms
CDR-000742,917147613772,917844273643,2025-01-11T11:08:05+05:30,45,voice
CDR-000743,918973120296,916017179896,2025-01-11T11:11:03+05:30,267,voice
CDR-000744,919647323963,916275552433,2025-01-11T11:15:49+05:30,90,voice
CDR-000745,916309630372,918910413530,2025-01-11T11:24:24+05:30,0,sms
CDR-000746,919647323963,919571619646,2025-01-11T11:46:44+05:30,269,voice
CDR-000747,919384822654,916849321768,2025-01-11T11:59:10+05:30,139,voice
CDR-000748,919384822654,916849321768,2025-01-11T12:46:07+05:30,0,sms
CDR-000749,917679658289,919415717273,2025-01-11T13:08:02+05:30,50,voice
CDR-000750,919994738491,919808452910,2025-01-11T13:31:49+05:30,88,voice
CDR-000751,916812873288,917545969696,2025-01-11T13:46:11+05:30,88,voice
CDR-000752,918829009322,919072674448,2025-01-11T13:53:07+05:30,80,voice
CDR-000753,916997171985,916309630372,2025-01-11T13:59:48+05:30,54,voice
CDR-000754,916097862916,916017179896,2025-01-11T14:26:06+05:30,83,voice
CDR-000755,917844273643,916849321768,2025-01-11T14:40:15+05:30,42,voice
CDR-000756,916926118120,916026997648,2025-01-11T15:12:22+05:30,118,voice
CDR-000757,917364382775,918220256891,2025-01-11T15:28:10+05:30,82,voice
CDR-000758,918829009322,916097862916,2025-01-11T15:39:56+05:30,22,voice
CDR-000759,919847874879,917814266084,2025-01-11T15:44:50+05:30,31,voice
CDR-000760,918517802039,916217338638,2025-01-11T15:45:19+05:30,138,voice
CDR-000761,916653793670,918517802039,2025-01-11T15:50:06+05:30,124,voice
CDR-000762,916694321946,919415717273,2025-01-11T16:04:36+05:30,228,voice
CDR-000763,917311481954,917447202903,2025-01-11T16:13:14+05:30,178,voice
CDR-000764,916217338638,916665802686,2025-01-11T17:14:43+05:30,76,voice
CDR-000765,917814266084,917545969696,2025-01-11T17:30:56+05:30,23,voice
CDR-000766,918337754340,918236083655,2025-01-11T18:20:36+05:30,53,voice
CDR-000767,918851286499,916543832315,2025-01-11T18:24:32+05:30,0,sms
CDR-000768,916375107792,917876457943,2025-01-11T18:28:04+05:30,26,voice
CDR-000769,918437653138,916637885677,2025-01-11T18:46:14+05:30,91,voice
CDR-000770,916849321768,917876457943,2025-01-11T19:09:46+05:30,75,voice
CDR-000771,919326047954,916876538782,2025-01-11T19:21:33+05:30,422,voice
CDR-000772,916948528511,918220256891,2025-01-11T20:13:42+05:30,94,voice
CDR-000773,916665802686,916729640279,2025-01-11T20:18:09+05:30,0,sms
CDR-000774,919415717273,918829009322,2025-01-11T20:26:08+05:30,23,voice
CDR-000775,917485979569,916325845808,2025-01-11T20:51:55+05:30,0,sms
CDR-000776,916852224261,917053069975,2025-01-11T20:53:47+05:30,37,voice
CDR-000777,918608791433,918973120296,2025-01-11T20:54:12+05:30,73,voice
CDR-000778,917053069975,916518301062,2025-01-11T21:03:03+05:30,153,voice
CDR-000779,916665802686,916217338638,2025-01-11T21:06:23+05:30,179,voice
CDR-000780,917876457943,916849321768,2025-01-11T21:27:08+05:30,247,voice
CDR-000781,918437653138,918517802039,2025-01-11T22:00:27+05:30,27,voice
CDR-000782,918829009322,917679658289,2025-01-11T22:05:25+05:30,178,voice
CDR-000783,918771974035,916309630372,2025-01-11T22:07:28+05:30,66,voice
CDR-000784,916627903127,916733103322,2025-01-11T22:50:02+05:30,0,sms
CDR-000785,918221668220,916948528511,2025-01-11T22:53:14+05:30,42,voice
CDR-000786,916217338638,916665802686,2025-01-11T22:59:44+05:30,197,voice
CDR-000787,916265227765,917364382775,2025-01-11T23:05:34+05:30,25,voice
CDR-000788,919069904489,916931872820,2025-01-11T23:22:48+05:30,0,sms
CDR-000789,919552996140,918981072749,2025-01-11T23:40:20+05:30,0,sms
CDR-000790,916694321946,919415717273,2025-01-11T23:51:15+05:30,19,voice
CDR-000791,917500083076,916876538782,2025-01-12T01:26:26+05:30,36,voice
CDR-000792,917679658289,918829009322,2025-01-12T01:32:37+05:30,45,voice
CDR-000793,917147613772,916702951376,2025-01-12T03:52:14+05:30,14,voice
CDR-000794,916406467692,918221668220,2025-01-12T04:39:31+05:30,24,voice
CDR-000795,917814266084,916812873288,2025-01-12T04:42:13+05:30,36,voice
CDR-000796,916948528511,917891221720,2025-01-12T06:10:40+05:30,47,voice
CDR-000797,918193665589,919636802154,2025-01-12T06:13:51+05:30,5,voice
CDR-000798,916641395672,917730176490,2025-01-12T06:20:18+05:30,198,voice
CDR-000799,916031350966,919636802154,2025-01-12T06:21:50+05:30,32,voice
CDR-000800,917053069975,916518301062,2025-01-12T06:26:08+05:30,136,voice
CDR-000801,916187060216,919888627938,2025-01-12T07:02:05+05:30,126,voice
CDR-000802,916005959219,916367453616,2025-01-12T07:14:28+05:30,96,voice
CDR-000803,919326047954,919002219719,2025-01-12T07:27:26+05:30,69,voice
CDR-000804,916926118120,918608791433,2025-01-12T07:30:49+05:30,74,voice
CDR-000805,917989228447,919647323963,2025-01-12T07:37:36+05:30,0,sms
CDR-000806,918829009322,916097862916,2025-01-12T07:43:08+05:30,0,sms
CDR-000807,918236083655,918692842017,2025-01-12T08:01:56+05:30,169,voice
CDR-000808,916702951376,916375107792,2025-01-12T08:04:42+05:30,27,voice
CDR-000809,916561718843,919688936655,2025-01-12T08:13:01+05:30,65,voice
CDR-000810,916031350966,919888627938,2025-01-12T08:53:10+05:30,47,voice
CDR-000811,919069904489,917329653581,2025-01-12T09:21:50+05:30,0,sms
CDR-000812,916691567852,916960990031,2025-01-12T09:32:50+05:30,96,voice
CDR-000813,916849321768,917876457943,2025-01-12T09:34:39+05:30,284,voice
CDR-000814,916454474647,918684843529,2025-01-12T10:05:55+05:30,0,sms
CDR-000815,917364382775,916265227765,2025-01-12T10:05:59+05:30,0,sms
CDR-000816,917876457943,917844273643,2025-01-12T10:06:42+05:30,100,voice
CDR-000817,918221668220,916656057567,2025-01-12T10:10:42+05:30,50,voice
CDR-000818,916960990031,916309630372,2025-01-12T10:23:51+05:30,130,voice
CDR-000819,916787800822,916665802686,2025-01-12T10:32:19+05:30,117,voice
CDR-000820,916694321946,919883152281,2025-01-12T11:02:21+05:30,27,voice
CDR-000821,916960990031,916691567852,2025-01-12T11:11:28+05:30,0,sms
CDR-000822,918221668220,916656057567,2025-01-12T11:16:59+05:30,154,voice
CDR-000823,916454474647,918543852803,2025-01-12T11:28:16+05:30,35,voice
CDR-000824,919772591901,919326047954,2025-01-12T11:28:37+05:30,0,sms
CDR-000825,916691567852,917288961107,2025-01-12T11:32:22+05:30,0,sms
CDR-000826,917876457943,917147613772,2025-01-12T12:09:30+05:30,0,sms
CDR-000827,919571619646,919647323963,2025-01-12T12:15:35+05:30,12,voice
CDR-000828,916309630372,919384822654,2025-01-12T12:33:19+05:30,19,voice
CDR-000829,916685125460,919772591901,2025-01-12T12:39:45+05:30,302,voice
CDR-000830,916017179896,918608791433,2025-01-12T12:52:24+05:30,117,voice
CDR-000831,919797302867,916406467692,2025-01-12T13:03:27+05:30,23,voice
CDR-000832,917876457943,916849321768,2025-01-12T13:14:01+05:30,7,voice
CDR-000833,919571619646,916555122302,2025-01-12T13:15:40+05:30,71,voice
CDR-000834,919415717273,918224632063,2025-01-12T13:36:46+05:30,86,voice
CDR-000835,917844273643,917876457943,2025-01-12T13:44:06+05:30,16,voice
CDR-000836,918981072749,916137652472,2025-01-12T13:51:56+05:30,130,voice
CDR-000837,918859909279,917364382775,2025-01-12T13:55:39+05:30,272,voice
CDR-000838,917989228447,919647323963,2025-01-12T14:09:49+05:30,41,voice
CDR-000839,917147613772,916849321768,2025-01-12T14:31:30+05:30,48,voice
CDR-000840,916653793670,917190994262,2025-01-12T14:37:06+05:30,178,voice
CDR-000841,916665802686,917447202903,2025-01-12T14:58:28+05:30,37,voice
CDR-000842,918525720621,919415717273,2025-01-12T15:18:57+05:30,0,sms
CDR-000843,916876538782,916685125460,2025-01-12T15:35:27+05:30,0,sms
CDR-000844,919808452910,916369374146,2025-01-12T16:05:05+05:30,19,voice
CDR-000845,919069904489,919552996140,2025-01-12T16:07:56+05:30,0,sms
CDR-000846,917730176490,916641395672,2025-01-12T17:04:48+05:30,37,voice
CDR-000847,916637885677,918437653138,2025-01-12T17:27:31+05:30,20,voice
CDR-000848,918184188031,917876457943,2025-01-12T17:36:37+05:30,72,voice
CDR-000849,918543852803,919347124126,2025-01-12T17:37:06+05:30,19,voice
CDR-000850,916105792347,916054679303,2025-01-12T17:45:35+05:30,144,voice
CDR-000851,916383487026,918231336700,2025-01-12T17:58:48+05:30,0,sms
CDR-000852,916097862916,916026997648,2025-01-12T18:00:55+05:30,95,voice
CDR-000853,916637885677,916787800822,2025-01-12T18:04:18+05:30,39,voice
CDR-000854,919326047954,916876538782,2025-01-12T18:24:13+05:30,32,voice
CDR-000855,916309630372,916997171985,2025-01-12T18:29:25+05:30,168,voice
CDR-000856,917190994262,917556372626,2025-01-12T18:32:40+05:30,93,voice
CDR-000857,916543832315,916812873288,2025-01-12T18:45:13+05:30,31,voice
CDR-000858,919772591901,918275012886,2025-01-12T18:57:03+05:30,9,voice
CDR-000859,919772591901,917679658289,2025-01-12T19:12:53+05:30,62,voice
CDR-000860,919647323963,916641395672,2025-01-12T19:16:00+05:30,0,sms
CDR-000861,917288961107,916960990031,2025-01-12T19:18:02+05:30,19,voice
CDR-000862,919415717273,916694321946,2025-01-12T19:39:12+05:30,1242,voice
CDR-000863,917556372626,917447202903,2025-01-12T20:16:32+05:30,236,voice
CDR-000864,916935101816,916424188799,2025-01-12T20:51:18+05:30,52,voice
CDR-000865,917814266084,917545969696,2025-01-12T20:55:22+05:30,0,sms
CDR-000866,917814266084,917545969696,2025-01-12T22:01:13+05:30,25,voice
CDR-000867,916876538782,917500083076,2025-01-12T22:04:10+05:30,162,voice
CDR-000868,917545969696,917814266084,2025-01-12T22:04:52+05:30,36,voice
CDR-000869,916309630372,919384822654,2025-01-12T22:21:10+05:30,133,voice
CDR-000870,918184188031,917844273643,2025-01-12T22:22:09+05:30,10,voice
CDR-000871,917844273643,917147613772,2025-01-12T22:37:40+05:30,67,voice
CDR-000872,918275012886,917523499956,2025-01-12T22:46:56+05:30,66,voice
CDR-000873,916367453616,916424188799,2025-01-12T23:07:07+05:30,18,voice
CDR-000874,917814266084,917545969696,2025-01-12T23:34:14+05:30,181,voice
CDR-000875,916926118120,918845716772,2025-01-12T23:34:18+05:30,246,voice
CDR-000876,918412179982,919326047954,2025-01-12T23:44:04+05:30,29,voice
CDR-000877,919326047954,916876538782,2025-01-13T06:07:19+05:30,139,voice
CDR-000878,917147613772,917876457943,2025-01-13T06:13:41+05:30,49,voice
CDR-000879,916518301062,919714026682,2025-01-13T06:32:04+05:30,0,sms
CDR-000880,919349831082,916685125460,2025-01-13T06:43:06+05:30,27,voice
CDR-000881,916325845808,916637885677,2025-01-13T07:09:19+05:30,0,sms
CDR-000882,916375107792,918195064628,2025-01-13T07:16:13+05:30,59,voice
CDR-000883,917970653224,917190994262,2025-01-13T07:24:44+05:30,48,voice
CDR-000884,917311481954,916653793670,2025-01-13T07:32:47+05:30,0,sms
CDR-000885,918236083655,918337754340,2025-01-13T07:45:20+05:30,40,voice
CDR-000886,918973120296,917679658289,2025-01-13T08:15:34+05:30,28,voice
CDR-000887,918221668220,916656057567,2025-01-13T08:17:26+05:30,41,voice
CDR-000888,916641395672,919571619646,2025-01-13T08:21:20+05:30,0,sms
CDR-000889,918845716772,916097862916,2025-01-13T08:56:56+05:30,19,voice
CDR-000890,916641395672,919896703780,2025-01-13T09:00:02+05:30,122,voice
CDR-000891,918859909279,916948528511,2025-01-13T09:43:31+05:30,292,voice
CDR-000892,919069904489,917329653581,2025-01-13T09:44:40+05:30,51,voice
CDR-000893,917989228447,919647323963,2025-01-13T10:10:08+05:30,76,voice
CDR-000894,917485979569,919847874879,2025-01-13T10:24:20+05:30,174,voice
CDR-000895,916733103322,916627903127,2025-01-13T10:32:48+05:30,47,voice
CDR-000896,916435668733,918195064628,2025-01-13T10:49:33+05:30,39,voice
CDR-000897,918517802039,917556372626,2025-01-13T10:54:32+05:30,44,voice
CDR-000898,916435668733,916543832315,2025-01-13T11:26:41+05:30,100,voice
CDR-000899,917989228447,916912523398,2025-01-13T11:35:47+05:30,267,voice
CDR-000900,916325845808,918851286499,2025-01-13T11:53:18+05:30,0,sms
CDR-000901,916097862916,918829009322,2025-01-13T13:33:17+05:30,36,voice
CDR-000902,918517802039,916787800822,2025-01-13T13:33:19+05:30,45,voice
CDR-000903,918517802039,916787800822,2025-01-13T13:58:41+05:30,58,voice
CDR-000904,916375107792,916702951376,2025-01-13T13:59:21+05:30,130,voice
CDR-000905,918684843529,916454474647,2025-01-13T14:01:54+05:30,29,voice
CDR-000906,919069904489,916931872820,2025-01-13T14:07:40+05:30,22,voice
CDR-000907,916518301062,916424188799,2025-01-13T14:31:31+05:30,41,voice
CDR-000908,917970653224,916309630372,2025-01-13T15:09:16+05:30,0,sms
CDR-000909,917970653224,916309630372,2025-01-13T15:18:53+05:30,45,voice
CDR-000910,916948528511,916852224261,2025-01-13T15:39:35+05:30,211,voice
CDR-000911,916543832315,916435668733,2025-01-13T15:39:57+05:30,33,voice
CDR-000912,917891221720,916948528511,2025-01-13T15:40:21+05:30,119,voice
CDR-000913,918184188031,917876457943,2025-01-13T16:07:30+05:30,45,voice
CDR-000914,916275552433,916691567852,2025-01-13T16:16:36+05:30,119,voice
CDR-000915,916325845808,919847874879,2025-01-13T16:37:14+05:30,101,voice
CDR-000916,917500083076,919883152281,2025-01-13T16:41:40+05:30,23,voice
CDR-000917,918851286499,916325845808,2025-01-13T17:01:15+05:30,0,sms
CDR-000918,916653793670,918517802039,2025-01-13T17:18:45+05:30,38,voice
CDR-000919,916424188799,919797302867,2025-01-13T17:46:17+05:30,81,voice
CDR-000920,918608791433,916026997648,2025-01-13T18:39:31+05:30,102,voice
CDR-000921,916217338638,916665802686,2025-01-13T18:42:19+05:30,80,voice
CDR-000922,918238710435,918829009322,2025-01-13T18:52:12+05:30,79,voice
CDR-000923,916637885677,918437653138,2025-01-13T18:57:52+05:30,48,voice
CDR-000924,919714026682,917329653581,2025-01-13T19:19:20+05:30,70,voice
CDR-000925,918169713512,919847874879,2025-01-13T19:26:29+05:30,21,voice
CDR-000926,918771974035,916309630372,2025-01-13T19:30:10+05:30,24,voice
CDR-000927,917679658289,918829009322,2025-01-13T19:36:25+05:30,0,sms
CDR-000928,916691567852,917730176490,2025-01-13T19:44:38+05:30,134,voice
CDR-000929,916054679303,918337754340,2025-01-13T19:57:29+05:30,33,voice
CDR-000930,918238710435,918829009322,2025-01-13T20:01:26+05:30,37,voice
CDR-000931,919384822654,916309630372,2025-01-13T20:52:42+05:30,215,voice
CDR-000932,917970653224,916309630372,2025-01-13T21:21:37+05:30,73,voice
CDR-000933,917730176490,916691567852,2025-01-13T21:24:53+05:30,79,voice
CDR-000934,916926118120,918845716772,2025-01-13T22:04:14+05:30,34,voice
CDR-000935,916424188799,919797302867,2025-01-13T22:06:08+05:30,455,voice
CDR-000936,916694321946,916017179896,2025-01-13T22:07:15+05:30,56,voice
CDR-000937,918973120296,916017179896,2025-01-13T22:43:45+05:30,18,voice
CDR-000938,917364382775,918859909279,2025-01-13T22:55:10+05:30,181,voice
CDR-000939,916637885677,917970653224,2025-01-13T22:59:00+05:30,115,voice
CDR-000940,916637885677,917970653224,2025-01-13T23:04:28+05:30,65,voice
CDR-000941,917190994262,916653793670,2025-01-13T23:04:59+05:30,102,voice
CDR-000942,918608791433,916926118120,2025-01-13T23:20:06+05:30,27,voice
CDR-000943,917876457943,916540081641,2025-01-13T23:23:20+05:30,69,voice
CDR-000944,917329653581,919797302867,2025-01-13T23:33:05+05:30,33,voice
CDR-000945,916702951376,917844273643,2025-01-13T23:34:13+05:30,127,voice
CDR-000946,918224632063,917523499956,2025-01-13T23:37:48+05:30,0,sms
CDR-000947,918608791433,916026997648,2025-01-13T23:51:13+05:30,352,voice
CDR-000948,918829009322,917679658289,2025-01-14T00:06:16+05:30,27,voice
CDR-000949,916309630372,919384822654,2025-01-14T00:32:10+05:30,46,voice
CDR-000950,918238710435,917679658289,2025-01-14T00:32:54+05:30,240,voice
CDR-000951,918771974035,916309630372,2025-01-14T03:18:14+05:30,126,voice
CDR-000952,916435668733,916637885677,2025-01-14T03:52:42+05:30,44,voice
CDR-000953,918684843529,916454474647,2025-01-14T05:23:33+05:30,51,voice
CDR-000954,917329653581,916153621537,2025-01-14T06:12:31+05:30,58,voice
CDR-000955,919571619646,917730176490,2025-01-14T06:16:42+05:30,37,voice
CDR-000956,916187060216,917545427621,2025-01-14T06:17:56+05:30,85,voice
CDR-000957,916005959219,916367453616,2025-01-14T06:34:56+05:30,26,voice
CDR-000958,916876538782,917679658289,2025-01-14T07:17:37+05:30,344,voice
CDR-000959,918517802039,916787800822,2025-01-14T07:31:45+05:30,21,voice
CDR-000960,916997171985,916375107792,2025-01-14T07:44:56+05:30,193,voice
CDR-000961,916275552433,916691567852,2025-01-14T08:11:31+05:30,179,voice
CDR-000962,917053069975,917364382775,2025-01-14T08:35:58+05:30,0,sms
CDR-000963,917891221720,918859909279,2025-01-14T08:40:53+05:30,547,voice
CDR-000964,918524624102,919415717273,2025-01-14T09:02:18+05:30,19,voice
CDR-000965,916097862916,916026997648,2025-01-14T09:10:07+05:30,246,voice
CDR-000966,919714026682,918910413530,2025-01-14T09:15:45+05:30,33,voice
CDR-000967,919347124126,918543852803,2025-01-14T09:32:41+05:30,30,voice
CDR-000968,918608791433,916026997648,2025-01-14T09:38:04+05:30,62,voice
CDR-000969,916054679303,916105792347,2025-01-14T09:41:29+05:30,216,voice
CDR-000970,918845716772,916017179896,2025-01-14T10:04:59+05:30,90,voice
CDR-000971,919994738491,919808452910,2025-01-14T10:30:11+05:30,63,voice
CDR-000972,916435668733,918600238302,2025-01-14T10:37:46+05:30,150,voice
CDR-000973,916309630372,916997171985,2025-01-14T10:47:49+05:30,0,sms
CDR-000974,916702951376,917876457943,2025-01-14T11:34:37+05:30,62,voice
CDR-000975,917364382775,916005959219,2025-01-14T12:19:02+05:30,78,voice
CDR-000976,916097862916,918973120296,2025-01-14T12:43:38+05:30,13,voice
CDR-000977,916641395672,918910413530,2025-01-14T13:05:38+05:30,66,voice
CDR-000978,919883152281,919072674448,2025-01-14T13:07:01+05:30,35,voice
CDR-000979,918845716772,918973120296,2025-01-14T13:10:17+05:30,69,voice
CDR-000980,917147613772,917876457943,2025-01-14T13:22:36+05:30,96,voice
CDR-000981,919808452910,917814266084,2025-01-14T13:41:04+05:30,162,voice
CDR-000982,919994738491,919808452910,2025-01-14T14:18:42+05:30,52,voice
CDR-000983,916926118120,916026997648,2025-01-14T14:35:51+05:30,42,voice
CDR-000984,917556372626,917190994262,2025-01-14T14:59:07+05:30,69,voice
CDR-000985,917311481954,917190994262,2025-01-14T15:13:23+05:30,27,voice
CDR-000986,916685125460,919349831082,2025-01-14T15:20:50+05:30,47,voice
CDR-000987,917523499956,918412179982,2025-01-14T15:27:47+05:30,29,voice
CDR-000988,917329653581,919069904489,2025-01-14T15:34:05+05:30,60,voice
CDR-000989,916691567852,917730176490,2025-01-14T15:40:20+05:30,43,voice
CDR-000990,917545427621,916187060216,2025-01-14T15:41:54+05:30,0,sms
CDR-000991,918238710435,917679658289,2025-01-14T16:09:20+05:30,79,voice
CDR-000992,918517802039,916217338638,2025-01-14T16:10:57+05:30,186,voice
CDR-000993,916691567852,916960990031,2025-01-14T16:15:12+05:30,210,voice
CDR-000994,916540081641,919688936655,2025-01-14T16:34:19+05:30,322,voice
CDR-000995,916137652472,918981072749,2025-01-14T16:34:44+05:30,0,sms
CDR-000996,917500083076,917679658289,2025-01-14T16:58:36+05:30,5,voice
CDR-000997,916729640279,916665802686,2025-01-14T17:16:12+05:30,68,voice
CDR-000998,918517802039,916653793670,2025-01-14T17:25:41+05:30,150,voice
CDR-000999,919326047954,918845716772,2025-01-14T17:28:10+05:30,132,voice
CDR-001000,919772591901,917679658289,2025-01-14T17:34:53+05:30,48,voice
CDR-001001,916665802686,917260443015,2025-01-14T17:41:42+05:30,67,voice
CDR-001002,918608791433,916026997648,2025-01-14T17:58:31+05:30,12,voice
CDR-001003,916694321946,918224632063,2025-01-14T18:33:23+05:30,109,voice
CDR-001004,919415717273,918224632063,2025-01-14T18:42:03+05:30,0,sms
CDR-001005,916105792347,917133063457,2025-01-14T19:00:21+05:30,77,voice
CDR-001006,916367453616,916931872820,2025-01-14T19:10:02+05:30,287,voice
CDR-001007,919636802154,916406467692,2025-01-14T19:44:04+05:30,0,sms
CDR-001008,918851286499,916812873288,2025-01-14T19:51:16+05:30,37,voice
CDR-001009,916637885677,917970653224,2025-01-14T20:11:45+05:30,56,voice
CDR-001010,919415717273,917679658289,2025-01-14T20:26:15+05:30,43,voice
CDR-001011,917876457943,916702951376,2025-01-14T20:27:01+05:30,22,voice
CDR-001012,919384822654,916849321768,2025-01-14T20:43:07+05:30,0,sms
CDR-001013,918184188031,917147613772,2025-01-14T20:47:51+05:30,75,voice
CDR-001014,916812873288,916543832315,2025-01-14T20:49:15+05:30,494,voice
CDR-001015,916948528511,918859909279,2025-01-14T21:21:50+05:30,56,voice
CDR-001016,917556372626,917190994262,2025-01-14T21:43:45+05:30,0,sms
CDR-001017,918981072749,919714026682,2025-01-14T21:43:50+05:30,0,sms
CDR-001018,918845716772,916097862916,2025-01-14T21:53:14+05:30,67,voice
CDR-001019,918169713512,916637885677,2025-01-14T21:58:09+05:30,120,voice
CDR-001020,918981072749,919552996140,2025-01-14T22:22:55+05:30,7,voice
CDR-001021,916325845808,919847874879,2025-01-14T22:37:34+05:30,52,voice
