txn_id,from_ifsc,from_account,to_ifsc,to_account,amount_inr,mode,timestamp
TXN-000223,ZNMD0368668,713450472269,ZNMD0110114,5305601891569179,4980.00,UPI,2025-01-26T17:31:00+05:30
TXN-000224,ZNMD0235079,2525131583921333,ZGDV0914516,7027511489681119,1200.00,IMPS,2025-01-26T19:03:00+05:30
TXN-000225,ZARV0396941,8956830896202038,ZGDV0050806,2296589735015940,7220.00,UPI,2025-01-26T19:39:00+05:30
TXN-000226,ZNMD0324866,50984351846399,ZKVR0316645,155592538756,1390.00,UPI,2025-01-26T19:40:00+05:30
TXN-000227,ZGDV0524175,80468702410,ZKVR0546415,36465882156067,5300.00,UPI,2025-01-26T20:52:00+05:30
TXN-000228,ZNMD0484562,198354875355,ZGDV0698481,214148069153,7500.00,UPI,2025-01-26T21:47:00+05:30
TXN-000229,ZGDV0199050,13791179552,ZKVR0474112,38690428120812,490.00,UPI,2025-01-27T08:35:00+05:30
TXN-000230,ZNMD0990233,7781796239256157,ZGDV0842838,6489677170416477,510.00,UPI,2025-01-27T13:25:00+05:30
TXN-000231,ZGDV0860546,6445806238546018,ZKVR0278239,273925885283,400.00,UPI,2025-01-27T13:28:00+05:30
TXN-000232,ZARV0519176,95519852701,ZARV0880251,3842947850229483,5500.00,UPI,2025-01-27T14:52:00+05:30
TXN-000233,ZKVR0098532,91924037155,ZKVR0474112,38690428120812,1330.00,IMPS,2025-01-27T14:52:00+05:30
TXN-000234,ZKVR0264416,2920955977193273,ZNMD0123026,409772186664,27960.00,UPI,2025-01-27T16:09:00+05:30
TXN-000235,ZNMD0555777,7846825674975564,ZGDV0264737,650442899703,4700.00,IMPS,2025-01-27T17:13:00+05:30
TXN-000236,ZARV0396941,8956830896202038,ZGDV0050806,2296589735015940,1440.00,UPI,2025-01-27T19:18:00+05:30
TXN-000237,ZKVR0186058,346793746876,ZKVR0231395,59372838131746,4530.00,UPI,2025-01-27T21:28:00+05:30
TXN-000238,ZGDV0711806,21409016372851,ZGDV0068266,986554721182,13300.00,IMPS,2025-01-27T21:33:00+05:30
TXN-000239,ZARV0254988,88934470906800,ZGDV0836188,81300741571,470.00,UPI,2025-01-27T22:55:00+05:30
TXN-000240,ZARV0086950,10465577896,ZKVR0231395,59372838131746,4620.00,IMPS,2025-01-28T09:47:00+05:30
TXN-000241,ZNMD0235079,2525131583921333,ZNMD0112876,65105240589,3180.00,UPI,2025-01-28T11:02:00+05:30
TXN-000242,ZARV0745949,93522187504411,ZGDV0836188,81300741571,3750.00,UPI,2025-01-28T13:32:00+05:30
TXN-000243,ZARV0094591,56243893730,ZNMD0947097,30344625994126,1890.00,IMPS,2025-01-28T17:10:00+05:30
TXN-000244,ZNMD0484562,198354875355,ZARV0617958,49173696680314,27500.00,UPI,2025-01-28T18:30:00+05:30
TXN-000245,ZKVR0669376,4131711564511189,ZKVR0546415,36465882156067,5000.00,UPI,2025-01-28T18:56:00+05:30
TXN-000246,ZNMD0587919,365036192686,ZKVR0231395,59372838131746,5790.00,UPI,2025-01-28T19:10:00+05:30
TXN-000247,ZGDV0891267,55801883709482,ZGDV0698481,214148069153,190.00,UPI,2025-01-29T08:28:00+05:30
TXN-000248,ZKVR0546415,36465882156067,ZARV0617958,49173696680314,22000.00,IMPS,2025-01-29T10:21:00+05:30
TXN-000249,ZARV0745844,778088674514,ZKVR0231395,59372838131746,19000.00,UPI,2025-01-29T13:03:00+05:30
TXN-000250,ZARV0556607,8182324692435618,ZGDV0955625,70494902607167,22500.00,IMPS,2025-01-29T15:42:00+05:30
TXN-000251,ZARV0007961,649524061246,ZGDV0264737,650442899703,2210.00,UPI,2025-01-29T15:51:00+05:30
TXN-000252,ZNMD0696084,6446483955427888,ZNMD0112876,65105240589,3370.00,UPI,2025-01-29T16:11:00+05:30
TXN-000253,ZGDV0722792,76055036575658,ZKVR0278239,273925885283,12600.00,IMPS,2025-01-29T17:30:00+05:30
TXN-000254,ZARV0104756,56663037718416,ZKVR0201615,135967096137,1280.00,IMPS,2025-01-30T10:11:00+05:30
TXN-000255,ZNMD0587919,365036192686,ZNMD0947097,30344625994126,1840.00,UPI,2025-01-30T11:13:00+05:30
TXN-000256,ZARV0319947,7357326534972855,ZNMD0123026,409772186664,780.00,UPI,2025-01-30T11:54:00+05:30
TXN-000257,ZKVR0329204,4482253497910906,ZGDV0121914,63592870665356,3840.00,UPI,2025-01-30T12:49:00+05:30
TXN-000258,ZNMD0007921,8521044047953883,ZNMD0977718,1059547734120898,1830.00,UPI,2025-01-30T13:27:00+05:30
TXN-000259,ZNMD0007921,8521044047953883,ZGDV0403647,419432812783,18610.00,UPI,2025-01-30T14:46:00+05:30
TXN-000260,ZNMD0778339,65642075982039,ZKVR0122101,1416049978764998,1350.00,IMPS,2025-01-30T15:02:00+05:30
TXN-000261,ZKVR0853805,42349026862,ZGDV0955625,70494902607167,3300.00,IMPS,2025-01-30T16:30:00+05:30
TXN-000262,ZARV0779368,247347502388,ZNMD0110114,5305601891569179,840.00,IMPS,2025-01-30T17:25:00+05:30
TXN-000263,ZARV0613886,29424441603891,ZKVR0278239,273925885283,4370.00,UPI,2025-01-30T18:50:00+05:30
TXN-000264,ZKVR0853805,42349026862,ZKVR0278239,273925885283,16600.00,IMPS,2025-01-30T20:32:00+05:30
TXN-000265,ZARV0278780,5585485901880963,ZKVR0474112,38690428120812,4880.00,IMPS,2025-01-30T20:45:00+05:30
TXN-000266,ZARV0617958,49173696680314,ZGDV0281209,997066433929,88000.00,UPI,2025-01-30T22:49:00+05:30
TXN-000267,ZKVR0186058,346793746876,ZGDV0955625,70494902607167,2310.00,UPI,2025-01-31T08:24:00+05:30
TXN-000268,ZGDV0928130,906180924966,ZARV0919996,386172292609,50500.00,NEFT,2025-01-31T09:11:00+05:30
TXN-000269,ZNMD0152141,2950914371513095,ZARV0104756,56663037718416,54500.00,NEFT,2025-01-31T10:01:00+05:30
TXN-000270,ZARV0657336,88615120041,ZNMD0676603,445065079507,38000.00,NEFT,2025-01-31T10:07:00+05:30
TXN-000271,ZKVR0890873,2960023587937843,ZGDV0842838,6489677170416477,2070.00,UPI,2025-01-31T10:15:00+05:30
TXN-000272,ZARV0477133,82150535453010,ZARV0086950,10465577896,41500.00,NEFT,2025-01-31T10:20:00+05:30
TXN-000273,ZARV0477133,82150535453010,ZKVR0186058,346793746876,33000.00,NEFT,2025-01-31T10:54:00+05:30
TXN-000274,ZNMD0537065,63788388246,ZNMD0778339,65642075982039,28000.00,NEFT,2025-01-31T11:16:00+05:30
TXN-000275,ZARV0599465,26965979895120,ZNMD0123026,409772186664,1930.00,UPI,2025-01-31T11:17:00+05:30
TXN-000276,ZARV0657336,88615120041,ZKVR0329204,4482253497910906,21500.00,NEFT,2025-01-31T11:40:00+05:30
TXN-000277,ZKVR0606389,31265741521176,ZNMD0324866,50984351846399,58000.00,NEFT,2025-01-31T12:44:00+05:30
TXN-000278,ZARV0117149,66524151229,ZARV0519176,95519852701,22500.00,NEFT,2025-01-31T12:48:00+05:30
TXN-000279,ZKVR0711349,311217374552,ZGDV0264737,650442899703,910.00,UPI,2025-01-31T13:59:00+05:30
TXN-000280,ZARV0104756,56663037718416,ZGDV0698481,214148069153,1130.00,UPI,2025-01-31T16:33:00+05:30
TXN-000281,ZARV0396941,8956830896202038,ZNMD0110114,5305601891569179,900.00,IMPS,2025-01-31T18:40:00+05:30
TXN-000282,ZKVR0098532,91924037155,ZKVR0474112,38690428120812,13100.00,UPI,2025-01-31T19:16:00+05:30
TXN-000283,ZARV0094591,56243893730,ZKVR0231395,59372838131746,2580.00,IMPS,2025-01-31T20:41:00+05:30
TXN-000284,ZKVR0617354,78564396525,ZGDV0279182,64596092578,29500.00,NEFT,2025-02-01T09:07:00+05:30
TXN-000285,ZKVR0606389,31265741521176,ZARV0519176,95519852701,33000.00,NEFT,2025-02-01T09:13:00+05:30
TXN-000286,ZARV0599465,26965979895120,ZKVR0231395,59372838131746,680.00,UPI,2025-02-01T09:15:00+05:30
TXN-000287,ZNMD0823935,9822007199094188,ZGDV0199050,13791179552,39000.00,NEFT,2025-02-01T09:45:00+05:30
TXN-000288,ZARV0477133,82150535453010,ZNMD0587919,365036192686,42000.00,NEFT,2025-02-01T10:22:00+05:30
TXN-000289,ZKVR0617354,78564396525,ZNMD0544711,43197849240367,54000.00,NEFT,2025-02-01T10:26:00+05:30
TXN-000290,ZARV0477133,82150535453010,ZARV0094591,56243893730,54500.00,NEFT,2025-02-01T10:29:00+05:30
TXN-000291,ZNMD0537065,63788388246,ZKVR0098532,91924037155,25000.00,NEFT,2025-02-01T10:47:00+05:30
TXN-000292,ZNMD0537065,63788388246,ZGDV0199050,13791179552,33500.00,NEFT,2025-02-01T10:48:00+05:30
TXN-000293,ZNMD0823935,9822007199094188,ZARV0779368,247347502388,35500.00,NEFT,2025-02-01T11:05:00+05:30
TXN-000294,ZARV0831528,81660304011,ZARV0495419,52382165134,48000.00,IMPS,2025-02-01T11:23:00+05:30
TXN-000295,ZGDV0586089,1994021473530432,ZNMD0696084,6446483955427888,47000.00,NEFT,2025-02-01T11:24:00+05:30
TXN-000296,ZARV0150108,10564200188213,ZKVR0278239,273925885283,3600.00,IMPS,2025-02-01T11:54:00+05:30
TXN-000297,ZNMD0676603,445065079507,ZGDV0121914,63592870665356,2370.00,UPI,2025-02-01T11:59:00+05:30
TXN-000298,ZNMD0152141,2950914371513095,ZNMD0544711,43197849240367,26500.00,NEFT,2025-02-01T12:05:00+05:30
TXN-000299,ZNMD0537065,63788388246,ZKVR0469965,4576041253223734,60000.00,NEFT,2025-02-01T12:12:00+05:30
TXN-000300,ZGDV0524175,80468702410,ZARV0105785,89505366673,430.00,UPI,2025-02-01T14:16:00+05:30
TXN-000301,ZARV0880251,3842947850229483,ZGDV0264737,650442899703,2250.00,UPI,2025-02-01T14:28:00+05:30
TXN-000302,ZNMD0484562,198354875355,ZNMD0977718,1059547734120898,6600.00,IMPS,2025-02-01T17:07:00+05:30
TXN-000303,ZKVR0587534,7290333581499695,ZKVR0122101,1416049978764998,14000.00,IMPS,2025-02-01T18:24:00+05:30
TXN-000304,ZKVR0186058,346793746876,ZNMD0123026,409772186664,1930.00,UPI,2025-02-01T19:03:00+05:30
TXN-000305,ZGDV0891267,55801883709482,ZKVR0546415,36465882156067,4400.00,IMPS,2025-02-01T23:22:00+05:30
TXN-000306,ZGDV0928130,906180924966,ZKVR0264416,2920955977193273,55000.00,NEFT,2025-02-02T09:22:00+05:30
TXN-000307,ZARV0657336,88615120041,ZNMD0696084,6446483955427888,34000.00,NEFT,2025-02-02T10:04:00+05:30
TXN-000308,ZGDV0586089,1994021473530432,ZKVR0329204,4482253497910906,42500.00,NEFT,2025-02-02T10:27:00+05:30
TXN-000309,ZNMD0823935,9822007199094188,ZKVR0469965,4576041253223734,19500.00,NEFT,2025-02-02T10:38:00+05:30
TXN-000310,ZNMD0823935,9822007199094188,ZGDV0711806,21409016372851,37000.00,NEFT,2025-02-02T10:40:00+05:30
TXN-000311,ZARV0278780,5585485901880963,ZARV0831528,81660304011,1840.00,UPI,2025-02-02T10:49:00+05:30
TXN-000312,ZARV0117149,66524151229,ZARV0007961,649524061246,29000.00,NEFT,2025-02-02T11:46:00+05:30
TXN-000313,ZKVR0606389,31265741521176,ZARV0880251,3842947850229483,61500.00,NEFT,2025-02-02T12:03:00+05:30
TXN-000314,ZGDV0586089,1994021473530432,ZNMD0676603,445065079507,26500.00,NEFT,2025-02-02T12:31:00+05:30
TXN-000315,ZARV0617958,49173696680314,ZARV0105785,89505366673,7700.00,IMPS,2025-02-02T14:03:00+05:30
TXN-000316,ZGDV0711806,21409016372851,ZKVR0474112,38690428120812,450.00,UPI,2025-02-02T19:03:00+05:30
TXN-000317,ZARV0086950,10465577896,ZKVR0231395,59372838131746,4420.00,IMPS,2025-02-02T20:29:00+05:30
TXN-000318,ZGDV0860546,6445806238546018,ZKVR0278239,273925885283,1310.00,IMPS,2025-02-03T08:35:00+05:30
TXN-000319,ZNMD0368668,713450472269,ZARV0831528,81660304011,500.00,IMPS,2025-02-03T10:20:00+05:30
TXN-000320,ZGDV0489435,4267221805213723,ZKVR0316645,155592538756,14100.00,UPI,2025-02-03T11:30:00+05:30
TXN-000321,ZNMD0700572,31986695700793,ZNMD0947097,30344625994126,3320.00,UPI,2025-02-03T12:12:00+05:30
TXN-000322,ZNMD0555777,7846825674975564,ZGDV0842838,6489677170416477,20400.00,UPI,2025-02-03T12:52:00+05:30
TXN-000323,ZARV0979572,585873296710,ZARV0105785,89505366673,1880.00,UPI,2025-02-03T12:55:00+05:30
TXN-000324,ZGDV0248469,3143709638627207,ZKVR0639665,81715651721,19500.00,UPI,2025-02-03T18:09:00+05:30
TXN-000325,ZARV0090477,4459654850131962,ZNMD0947097,30344625994126,3300.00,IMPS,2025-02-03T18:43:00+05:30
TXN-000326,ZNMD0520427,8802759075214784,ZKVR0546415,36465882156067,2400.00,UPI,2025-02-03T20:23:00+05:30
TXN-000327,ZGDV0575368,80258747958,ZGDV0842838,6489677170416477,660.00,IMPS,2025-02-04T13:43:00+05:30
TXN-000328,ZNMD0520427,8802759075214784,ZKVR0201615,135967096137,1240.00,IMPS,2025-02-04T15:07:00+05:30
TXN-000329,ZARV0319947,7357326534972855,ZNMD0947097,30344625994126,480.00,UPI,2025-02-04T17:48:00+05:30
TXN-000330,ZKVR0098532,91924037155,ZKVR0474112,38690428120812,880.00,UPI,2025-02-04T19:12:00+05:30
TXN-000331,ZNMD0544711,43197849240367,ZARV0105785,89505366673,3160.00,IMPS,2025-02-04T20:41:00+05:30
TXN-000332,ZGDV0524175,80468702410,ZNMD0520427,8802759075214784,8800.00,UPI,2025-02-04T21:17:00+05:30
TXN-000333,ZNMD0524253,552337400089,ZGDV0836188,81300741571,80.00,UPI,2025-02-05T11:13:00+05:30
TXN-000334,ZKVR0186058,346793746876,ZGDV0955625,70494902607167,520.00,IMPS,2025-02-05T12:18:00+05:30
TXN-000335,ZARV0396941,8956830896202038,ZARV0831528,81660304011,3540.00,IMPS,2025-02-05T14:06:00+05:30
TXN-000336,ZARV0745844,778088674514,ZNMD0947097,30344625994126,13100.00,UPI,2025-02-05T14:29:00+05:30
TXN-000337,ZKVR0268028,46154561864689,ZNMD0110114,5305601891569179,1160.00,UPI,2025-02-05T18:12:00+05:30
TXN-000338,ZNMD0235079,2525131583921333,ZGDV0121914,63592870665356,4010.00,UPI,2025-02-05T19:33:00+05:30
TXN-000339,ZGDV0105287,3660851609801178,ZKVR0316645,155592538756,2300.00,IMPS,2025-02-05T20:23:00+05:30
TXN-000340,ZNMD0676603,445065079507,ZNMD0696084,6446483955427888,1900.00,UPI,2025-02-05T21:43:00+05:30
TXN-000341,ZKVR0546415,36465882156067,ZNMD0977718,1059547734120898,4700.00,IMPS,2025-02-05T21:55:00+05:30
TXN-000342,ZNMD0368668,713450472269,ZKVR0122101,1416049978764998,1080.00,UPI,2025-02-06T09:29:00+05:30
TXN-000343,ZKVR0261171,4350429360999554,ZARV0495419,52382165134,25000.00,IMPS,2025-02-06T12:21:00+05:30
TXN-000344,ZNMD0007921,8521044047953883,ZARV0105785,89505366673,1920.00,UPI,2025-02-06T20:52:00+05:30
TXN-000345,ZARV0495419,52382165134,ZGDV0060249,95785738510033,51000.00,IMPS,2025-02-07T08:27:00+05:30
TXN-000346,ZARV0880251,3842947850229483,ZGDV0842838,6489677170416477,460.00,UPI,2025-02-07T11:09:00+05:30
TXN-000347,ZARV0297900,81086604544,ZGDV0050806,2296589735015940,17200.00,UPI,2025-02-07T13:30:00+05:30
TXN-000348,ZARV0319947,7357326534972855,ZNMD0947097,30344625994126,1140.00,UPI,2025-02-07T18:04:00+05:30
TXN-000349,ZGDV0197465,51846197404069,ZARV0105785,89505366673,330.00,IMPS,2025-02-07T20:52:00+05:30
TXN-000350,ZNMD0832635,5760355546659049,ZNMD0947097,30344625994126,23800.00,UPI,2025-02-08T10:25:00+05:30
TXN-000351,ZGDV0860546,6445806238546018,ZKVR0231395,59372838131746,1130.00,IMPS,2025-02-08T12:00:00+05:30
TXN-000352,ZKVR0268028,46154561864689,ZKVR0474112,38690428120812,1620.00,UPI,2025-02-08T12:15:00+05:30
TXN-000353,ZNMD0368668,713450472269,ZNMD0778339,65642075982039,19100.00,UPI,2025-02-08T12:55:00+05:30
TXN-000354,ZKVR0546415,36465882156067,ZARV0617958,49173696680314,21500.00,UPI,2025-02-08T19:29:00+05:30
TXN-000355,ZARV0150108,10564200188213,ZKVR0231395,59372838131746,21300.00,IMPS,2025-02-08T19:50:00+05:30
TXN-000356,ZKVR0329204,4482253497910906,ZGDV0914516,7027511489681119,2070.00,IMPS,2025-02-08T21:06:00+05:30
TXN-000357,ZNMD0544711,43197849240367,ZNMD0484562,198354875355,5900.00,UPI,2025-02-08T23:45:00+05:30
TXN-000358,ZGDV0711806,21409016372851,ZKVR0261171,4350429360999554,2590.00,IMPS,2025-02-09T09:51:00+05:30
TXN-000359,ZNMD0587919,365036192686,ZNMD0947097,30344625994126,2380.00,UPI,2025-02-09T13:23:00+05:30
TXN-000360,ZARV0086950,10465577896,ZKVR0231395,59372838131746,850.00,IMPS,2025-02-09T14:17:00+05:30
TXN-000361,ZNMD0484562,198354875355,ZARV0617958,49173696680314,37000.00,UPI,2025-02-09T15:01:00+05:30
TXN-000362,ZARV0104756,56663037718416,ZGDV0543292,3337619347987285,53500.00,IMPS,2025-02-09T17:36:00+05:30
TXN-000363,ZARV0104756,56663037718416,ZGDV0543292,3337619347987285,30000.00,IMPS,2025-02-09T17:46:00+05:30
TXN-000364,ZKVR0138643,6435835492797107,ZGDV0842838,6489677170416477,13100.00,UPI,2025-02-09T19:44:00+05:30
TXN-000365,ZGDV0199050,13791179552,ZARV0831528,81660304011,1360.00,IMPS,2025-02-09T22:59:00+05:30
TXN-000366,ZGDV0543292,3337619347987285,ZARV0556607,8182324692435618,52200.00,IMPS,2025-02-10T02:36:00+05:30
TXN-000367,ZGDV0543292,3337619347987285,ZARV0556607,8182324692435618,29300.00,IMPS,2025-02-10T02:46:00+05:30
TXN-000368,ZNMD0832635,5760355546659049,ZKVR0231395,59372838131746,13000.00,IMPS,2025-02-10T10:26:00+05:30
TXN-000369,ZARV0880251,3842947850229483,ZNMD0498591,530299490847,580.00,IMPS,2025-02-10T10:53:00+05:30
TXN-000370,ZGDV0068266,986554721182,ZGDV0711806,21409016372851,13300.00,IMPS,2025-02-10T10:55:00+05:30
TXN-000371,ZARV0556607,8182324692435618,ZNMD0235052,22140184865,28700.00,UPI,2025-02-10T15:46:00+05:30
TXN-000372,ZARV0556607,8182324692435618,ZNMD0235052,22140184865,50500.00,UPI,2025-02-10T19:36:00+05:30
TXN-000373,ZARV0094460,24117828051503,ZKVR0231395,59372838131746,6200.00,UPI,2025-02-10T20:18:00+05:30
TXN-000374,ZGDV0891267,55801883709482,ZKVR0201615,135967096137,1240.00,UPI,2025-02-11T12:10:00+05:30
TXN-000375,ZGDV0575368,80258747958,ZGDV0836188,81300741571,1090.00,UPI,2025-02-11T15:03:00+05:30
TXN-000376,ZNMD0587919,365036192686,ZARV0613886,29424441603891,9100.00,UPI,2025-02-11T15:40:00+05:30
TXN-000377,ZKVR0268028,46154561864689,ZKVR0261171,4350429360999554,11820.00,IMPS,2025-02-11T18:01:00+05:30
TXN-000378,ZNMD0484562,198354875355,ZKVR0201615,135967096137,8200.00,IMPS,2025-02-11T20:45:00+05:30
TXN-000379,ZKVR0469965,4576041253223734,ZKVR0261171,4350429360999554,320.00,UPI,2025-02-11T22:00:00+05:30
TXN-000380,ZGDV0851267,3896253381492550,ZNMD0110114,5305601891569179,11900.00,UPI,2025-02-12T10:22:00+05:30
TXN-000381,ZGDV0068266,986554721182,ZKVR0474112,38690428120812,570.00,IMPS,2025-02-12T10:25:00+05:30
TXN-000382,ZGDV0199050,13791179552,ZKVR0261171,4350429360999554,2220.00,UPI,2025-02-12T11:05:00+05:30
TXN-000383,ZKVR0890873,2960023587937843,ZGDV0842838,6489677170416477,1630.00,IMPS,2025-02-12T11:33:00+05:30
TXN-000384,ZKVR0669376,4131711564511189,ZGDV0403647,419432812783,6070.00,IMPS,2025-02-12T12:35:00+05:30
TXN-000385,ZGDV0279182,64596092578,ZARV0105785,89505366673,5490.00,UPI,2025-02-12T12:52:00+05:30
TXN-000386,ZNMD0544711,43197849240367,ZGDV0698481,214148069153,740.00,IMPS,2025-02-12T13:54:00+05:30
TXN-000387,ZKVR0268028,46154561864689,ZARV0831528,81660304011,870.00,UPI,2025-02-12T17:07:00+05:30
TXN-000388,ZARV0613886,29424441603891,ZGDV0955625,70494902607167,1640.00,UPI,2025-02-12T19:31:00+05:30
TXN-000389,ZGDV0199050,13791179552,ZARV0831528,81660304011,2520.00,UPI,2025-02-13T09:39:00+05:30
TXN-000390,ZKVR0098532,91924037155,ZKVR0261171,4350429360999554,2760.00,UPI,2025-02-13T12:55:00+05:30
TXN-000391,ZARV0617958,49173696680314,ZGDV0281209,997066433929,78000.00,IMPS,2025-02-13T13:36:00+05:30
TXN-000392,ZNMD0235079,2525131583921333,ZNMD0112876,65105240589,650.00,IMPS,2025-02-13T18:01:00+05:30
TXN-000393,ZNMD0700572,31986695700793,ZGDV0860546,6445806238546018,2800.00,UPI,2025-02-14T11:41:00+05:30
TXN-000394,ZARV0519176,95519852701,ZGDV0836188,81300741571,1630.00,UPI,2025-02-14T13:09:00+05:30
TXN-000395,ZARV0599465,26965979895120,ZARV0086950,10465577896,7000.00,UPI,2025-02-14T15:04:00+05:30
TXN-000396,ZKVR0711349,311217374552,ZGDV0543292,3337619347987285,129500.00,IMPS,2025-02-14T17:19:00+05:30
TXN-000397,ZARV0278780,5585485901880963,ZARV0831528,81660304011,1680.00,IMPS,2025-02-14T17:35:00+05:30
TXN-000398,ZARV0919996,386172292609,ZKVR0278239,273925885283,2270.00,UPI,2025-02-14T18:38:00+05:30
TXN-000399,ZKVR0469965,4576041253223734,ZARV0831528,81660304011,930.00,IMPS,2025-02-14T19:12:00+05:30
TXN-000400,ZKVR0138643,6435835492797107,ZNMD0832635,5760355546659049,390000.00,RTGS,2025-02-14T22:00:00+05:30
TXN-000401,ZGDV0543292,3337619347987285,ZARV0556607,8182324692435618,124400.00,NEFT,2025-02-14T22:19:00+05:30
TXN-000402,ZARV0254988,88934470906800,ZKVR0316645,155592538756,1340.00,UPI,2025-02-14T22:26:00+05:30
TXN-000403,ZGDV0524175,80468702410,ZNMD0977718,1059547734120898,770.00,UPI,2025-02-15T08:07:00+05:30
TXN-000404,ZGDV0543292,3337619347987285,ZKVR0278239,273925885283,23000.00,UPI,2025-02-15T08:11:00+05:30
TXN-000405,ZARV0613886,29424441603891,ZGDV0955625,70494902607167,9830.00,UPI,2025-02-15T10:08:00+05:30
TXN-000406,ZARV0556607,8182324692435618,ZNMD0235052,22140184865,121600.00,NEFT,2025-02-15T10:19:00+05:30
TXN-000407,ZNMD0832635,5760355546659049,ZNMD0235052,22140184865,350000.00,RTGS,2025-02-15T10:22:00+05:30
TXN-000408,ZARV0745844,778088674514,ZKVR0278239,273925885283,3900.00,IMPS,2025-02-15T12:34:00+05:30
TXN-000409,ZARV0979572,585873296710,ZKVR0201615,135967096137,2640.00,UPI,2025-02-15T12:37:00+05:30
TXN-000410,ZNMD0324866,50984351846399,ZGDV0264737,650442899703,3180.00,IMPS,2025-02-15T14:05:00+05:30
TXN-000411,ZNMD0555777,7846825674975564,ZGDV0836188,81300741571,3600.00,UPI,2025-02-15T19:22:00+05:30
TXN-000412,ZNMD0587919,365036192686,ZNMD0947097,30344625994126,2880.00,IMPS,2025-02-15T22:45:00+05:30
TXN-000413,ZARV0095529,4584116110641260,ZGDV0055332,40104018190,2210.00,UPI,2025-02-16T09:27:00+05:30
TXN-000414,ZGDV0117620,40739235064,ZNMD0498591,530299490847,7300.00,UPI,2025-02-16T11:30:00+05:30
TXN-000415,ZARV0254988,88934470906800,ZGDV0842838,6489677170416477,780.00,UPI,2025-02-16T13:45:00+05:30
TXN-000416,ZGDV0891267,55801883709482,ZNMD0977718,1059547734120898,1980.00,UPI,2025-02-16T14:25:00+05:30
TXN-000417,ZNMD0324866,50984351846399,ZGDV0842838,6489677170416477,1220.00,IMPS,2025-02-16T14:44:00+05:30
TXN-000418,ZKVR0138643,6435835492797107,ZGDV0264737,650442899703,3400.00,UPI,2025-02-16T16:17:00+05:30
TXN-000419,ZGDV0279182,64596092578,ZGDV0891267,55801883709482,3000.00,IMPS,2025-02-16T18:55:00+05:30
TXN-000420,ZGDV0891267,55801883709482,ZNMD0484562,198354875355,1900.00,IMPS,2025-02-16T19:59:00+05:30
TXN-000421,ZARV0745949,93522187504411,ZGDV0836188,81300741571,1750.00,IMPS,2025-02-16T20:17:00+05:30
TXN-000422,ZARV0297900,81086604544,ZKVR0122101,1416049978764998,14600.00,UPI,2025-02-16T20:45:00+05:30
TXN-000423,ZARV0254988,88934470906800,ZGDV0836188,81300741571,3690.00,UPI,2025-02-16T22:29:00+05:30
TXN-000424,ZGDV0060249,95785738510033,ZGDV0050806,2296589735015940,21700.00,IMPS,2025-02-17T08:03:00+05:30
TXN-000425,ZKVR0587534,7290333581499695,ZNMD0110114,5305601891569179,15400.00,UPI,2025-02-17T10:44:00+05:30
TXN-000426,ZARV0095529,4584116110641260,ZGDV0698481,214148069153,510.00,IMPS,2025-02-17T12:17:00+05:30
TXN-000427,ZNMD0990233,7781796239256157,ZGDV0543292,3337619347987285,69000.00,IMPS,2025-02-17T15:14:00+05:30
TXN-000428,ZNMD0520427,8802759075214784,ZKVR0546415,36465882156067,2100.00,IMPS,2025-02-17T18:03:00+05:30
TXN-000429,ZNMD0524253,552337400089,ZKVR0316645,155592538756,2020.00,IMPS,2025-02-17T18:35:00+05:30
TXN-000430,ZGDV0543292,3337619347987285,ZGDV0955625,70494902607167,22600.00,UPI,2025-02-17T20:41:00+05:30
TXN-000431,ZGDV0543292,3337619347987285,ZARV0556607,8182324692435618,66900.00,UPI,2025-02-18T07:14:00+05:30
TXN-000432,ZGDV0860546,6445806238546018,ZNMD0947097,30344625994126,1360.00,UPI,2025-02-18T10:44:00+05:30
TXN-000433,ZNMD0853761,95412555046339,ZGDV0955625,70494902607167,22600.00,UPI,2025-02-18T11:51:00+05:30
TXN-000434,ZNMD0700572,31986695700793,ZNMD0123026,409772186664,950.00,IMPS,2025-02-18T14:44:00+05:30
TXN-000435,ZKVR0546415,36465882156067,ZARV0617958,49173696680314,22500.00,IMPS,2025-02-18T16:06:00+05:30
TXN-000436,ZARV0095529,4584116110641260,ZGDV0698481,214148069153,2450.00,UPI,2025-02-18T18:43:00+05:30
TXN-000437,ZARV0556607,8182324692435618,ZNMD0235052,22140184865,64600.00,UPI,2025-02-18T22:14:00+05:30
TXN-000438,ZARV0094460,24117828051503,ZNMD0123026,409772186664,15700.00,IMPS,2025-02-18T22:24:00+05:30
TXN-000439,ZARV0556607,8182324692435618,ZGDV0955625,70494902607167,15400.00,IMPS,2025-02-19T09:04:00+05:30
TXN-000440,ZNMD0700572,31986695700793,ZNMD0123026,409772186664,2200.00,IMPS,2025-02-19T16:34:00+05:30
TXN-000441,ZKVR0604643,67609492345319,ZGDV0055332,40104018190,3950.00,UPI,2025-02-19T16:54:00+05:30
TXN-000442,ZARV0880251,3842947850229483,ZNMD0498591,530299490847,2430.00,UPI,2025-02-19T17:24:00+05:30
TXN-000443,ZARV0090477,4459654850131962,ZKVR0231395,59372838131746,24700.00,IMPS,2025-02-19T21:10:00+05:30
TXN-000444,ZKVR0189294,281714034673,ZKVR0231395,59372838131746,16200.00,UPI,2025-02-20T10:09:00+05:30
